checked_date,output_directory,png_count,pdf_count,svg_count,tiff_count,metadata_files,same_name_config_local,same_name_config_archived,example_png,scope
2026-09-06,outputs/Other_Task3DenseVisualization_1.23,9,9,18,9,outputs/Other_Task3DenseVisualization_1.23/cache/boeing747/manifest.json; outputs/Other_Task3DenseVisualization_1.23/cache/channel/manifest.json; outputs/Other_Task3DenseVisualization_1.23/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_1.23/cache/deltaWing_LBM/manifest.json; outputs/Other_Task3DenseVisualization_1.23/cache/deltaWing_resampled/manifest.json; outputs/Other_Task3DenseVisualization_1.23/cache/halfcylinderRe640/manifest.json; outputs/Other_Task3DenseVisualization_1.23/cache/halfcylinderRe6400/manifest.json; outputs/Other_Task3DenseVisualization_1.23/cache/smokeBuoyancy/manifest.json; outputs/Other_Task3DenseVisualization_1.23/cache/tangaroa/manifest.json; outputs/Other_Task3DenseVisualization_1.23/figures/manifest.json,,config/Other_Task3DenseVisualization_1.23.yaml,outputs/Other_Task3DenseVisualization_1.23/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.24,9,9,18,9,outputs/Other_Task3DenseVisualization_1.24/figures/manifest.json,,config/Other_Task3DenseVisualization_1.24.yaml,outputs/Other_Task3DenseVisualization_1.24/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.25,9,9,18,9,outputs/Other_Task3DenseVisualization_1.25/figures/manifest.json,,config/Other_Task3DenseVisualization_1.25.yaml,outputs/Other_Task3DenseVisualization_1.25/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.26,9,9,18,9,outputs/Other_Task3DenseVisualization_1.26/figures/manifest.json,,config/Other_Task3DenseVisualization_1.26.yaml,outputs/Other_Task3DenseVisualization_1.26/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.27,3,3,6,3,outputs/Other_Task3DenseVisualization_1.27/figures/manifest.json,,config/Other_Task3DenseVisualization_1.27.yaml,outputs/Other_Task3DenseVisualization_1.27/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.28,3,3,6,3,outputs/Other_Task3DenseVisualization_1.28/figures/manifest.json,,config/Other_Task3DenseVisualization_1.28.yaml,outputs/Other_Task3DenseVisualization_1.28/figures/boeing747_task3_diagnostic.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.29,9,9,18,9,outputs/Other_Task3DenseVisualization_1.29/figures/manifest.json,,config/Other_Task3DenseVisualization_1.29.yaml,outputs/Other_Task3DenseVisualization_1.29/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.3,10,20,20,0,outputs/Other_Task3DenseVisualization_1.3/figures/manifest.json,,config/Other_Task3DenseVisualization_1.3.yaml,outputs/Other_Task3DenseVisualization_1.3/figures/boeing747_task3_diagnostic.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.30,9,9,18,9,outputs/Other_Task3DenseVisualization_1.30/figures/manifest.json,,config/Other_Task3DenseVisualization_1.30.yaml,outputs/Other_Task3DenseVisualization_1.30/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.31,9,9,18,9,outputs/Other_Task3DenseVisualization_1.31/figures/manifest.json,,config/Other_Task3DenseVisualization_1.31.yaml,outputs/Other_Task3DenseVisualization_1.31/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.32,9,9,18,9,outputs/Other_Task3DenseVisualization_1.32/figures/manifest.json,,config/Other_Task3DenseVisualization_1.32.yaml,outputs/Other_Task3DenseVisualization_1.32/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.33,9,9,18,9,outputs/Other_Task3DenseVisualization_1.33/figures/manifest.json,,config/Other_Task3DenseVisualization_1.33.yaml,outputs/Other_Task3DenseVisualization_1.33/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.34,1,1,2,1,outputs/Other_Task3DenseVisualization_1.34/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_1.34/figures/manifest.json,,,outputs/Other_Task3DenseVisualization_1.34/figures/cylinder3d_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.35,10,20,20,10,outputs/Other_Task3DenseVisualization_1.35/figures/manifest.json,,config/Other_Task3DenseVisualization_1.35.yaml,outputs/Other_Task3DenseVisualization_1.35/figures/boeing747_task3_diagnostic.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.36,9,9,18,9,outputs/Other_Task3DenseVisualization_1.36/figures/manifest.json,,config/Other_Task3DenseVisualization_1.36.yaml,outputs/Other_Task3DenseVisualization_1.36/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.37,9,9,18,9,outputs/Other_Task3DenseVisualization_1.37/cache/boeing747/manifest.json; outputs/Other_Task3DenseVisualization_1.37/cache/channel/manifest.json; outputs/Other_Task3DenseVisualization_1.37/cache/cylinder3d/manifest.json; outputs/Other_Task3DenseVisualization_1.37/cache/deltaWing_LBM/manifest.json; outputs/Other_Task3DenseVisualization_1.37/cache/deltaWing_resampled/manifest.json; outputs/Other_Task3DenseVisualization_1.37/cache/halfcylinderRe640/manifest.json; outputs/Other_Task3DenseVisualization_1.37/cache/halfcylinderRe6400/manifest.json; outputs/Other_Task3DenseVisualization_1.37/cache/smokeBuoyancy/manifest.json; outputs/Other_Task3DenseVisualization_1.37/cache/tangaroa/manifest.json; outputs/Other_Task3DenseVisualization_1.37/figures/manifest.json,,config/Other_Task3DenseVisualization_1.37.yaml,outputs/Other_Task3DenseVisualization_1.37/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.38,9,9,18,9,outputs/Other_Task3DenseVisualization_1.38/figures/manifest.json,,config/Other_Task3DenseVisualization_1.38.yaml,outputs/Other_Task3DenseVisualization_1.38/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.39,9,9,18,9,outputs/Other_Task3DenseVisualization_1.39/figures/manifest.json,,config/Other_Task3DenseVisualization_1.39.yaml,outputs/Other_Task3DenseVisualization_1.39/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.4,10,20,20,0,outputs/Other_Task3DenseVisualization_1.4/figures/manifest.json,,config/Other_Task3DenseVisualization_1.4.yaml,outputs/Other_Task3DenseVisualization_1.4/figures/boeing747_task3_diagnostic.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.40,9,10,18,9,outputs/Other_Task3DenseVisualization_1.40/figures/manifest.json,,config/Other_Task3DenseVisualization_1.40.yaml,outputs/Other_Task3DenseVisualization_1.40/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.41,9,9,18,9,outputs/Other_Task3DenseVisualization_1.41/figures/manifest.json,,config/Other_Task3DenseVisualization_1.41.yaml,outputs/Other_Task3DenseVisualization_1.41/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.42,9,9,18,9,outputs/Other_Task3DenseVisualization_1.42/figures/manifest.json,,config/Other_Task3DenseVisualization_1.42.yaml,outputs/Other_Task3DenseVisualization_1.42/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.43,3,3,6,3,outputs/Other_Task3DenseVisualization_1.43/figures/manifest.json,,,outputs/Other_Task3DenseVisualization_1.43/figures/channel_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.44,9,9,18,9,outputs/Other_Task3DenseVisualization_1.44/figures/manifest.json,,config/Other_Task3DenseVisualization_1.44.yaml,outputs/Other_Task3DenseVisualization_1.44/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.45,10,10,18,9,outputs/Other_Task3DenseVisualization_1.45/figures/manifest.json,,config/Other_Task3DenseVisualization_1.45.yaml,outputs/Other_Task3DenseVisualization_1.45/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.46,9,9,18,9,outputs/Other_Task3DenseVisualization_1.46/figures/manifest.json,,config/Other_Task3DenseVisualization_1.46.yaml,outputs/Other_Task3DenseVisualization_1.46/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.47,4,4,8,4,outputs/Other_Task3DenseVisualization_1.47/figures/manifest.json,,,outputs/Other_Task3DenseVisualization_1.47/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.48,9,9,18,9,outputs/Other_Task3DenseVisualization_1.48/figures/manifest.json,,config/Other_Task3DenseVisualization_1.48.yaml,outputs/Other_Task3DenseVisualization_1.48/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.49,3,3,6,3,outputs/Other_Task3DenseVisualization_1.49/figures/manifest.json,,config/Other_Task3DenseVisualization_1.49.yaml,outputs/Other_Task3DenseVisualization_1.49/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.5,10,20,20,0,outputs/Other_Task3DenseVisualization_1.5/figures/manifest.json,,config/Other_Task3DenseVisualization_1.5.yaml,outputs/Other_Task3DenseVisualization_1.5/figures/boeing747_task3_diagnostic.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.50,9,18,18,9,outputs/Other_Task3DenseVisualization_1.50/figures/manifest.json,,config/Other_Task3DenseVisualization_1.50.yaml,outputs/Other_Task3DenseVisualization_1.50/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.51,9,9,18,9,outputs/Other_Task3DenseVisualization_1.51/figures/manifest.json,,config/Other_Task3DenseVisualization_1.51.yaml,outputs/Other_Task3DenseVisualization_1.51/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.52,3,3,6,3,outputs/Other_Task3DenseVisualization_1.52/figures/manifest.json,,,outputs/Other_Task3DenseVisualization_1.52/figures/cylinder3d_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.53,3,3,6,3,outputs/Other_Task3DenseVisualization_1.53/figures/manifest.json,,,outputs/Other_Task3DenseVisualization_1.53/figures/cylinder3d_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.54,3,3,6,3,outputs/Other_Task3DenseVisualization_1.54/figures/manifest.json,,,outputs/Other_Task3DenseVisualization_1.54/figures/cylinder3d_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.55,9,9,18,9,outputs/Other_Task3DenseVisualization_1.55/figures/manifest.json,,config/Other_Task3DenseVisualization_1.55.yaml,outputs/Other_Task3DenseVisualization_1.55/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.56,9,9,18,9,outputs/Other_Task3DenseVisualization_1.56/figures/manifest.json,,config/Other_Task3DenseVisualization_1.56.yaml,outputs/Other_Task3DenseVisualization_1.56/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.57,9,9,18,9,outputs/Other_Task3DenseVisualization_1.57/figures/manifest.json,,config/Other_Task3DenseVisualization_1.57.yaml,outputs/Other_Task3DenseVisualization_1.57/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.58,9,9,18,9,outputs/Other_Task3DenseVisualization_1.58/figures/manifest.json,,config/Other_Task3DenseVisualization_1.58.yaml,outputs/Other_Task3DenseVisualization_1.58/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.59,9,9,18,9,outputs/Other_Task3DenseVisualization_1.59/figures/manifest.json,,config/Other_Task3DenseVisualization_1.59.yaml,outputs/Other_Task3DenseVisualization_1.59/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.6,10,20,20,0,outputs/Other_Task3DenseVisualization_1.6/figures/manifest.json,,config/Other_Task3DenseVisualization_1.6.yaml,outputs/Other_Task3DenseVisualization_1.6/figures/boeing747_task3_diagnostic.png,historical spatial visualization; verify metadata before reuse
2026-09-06,outputs/Other_Task3DenseVisualization_1.60,9,9,18,9,outputs/Other_Task3DenseVisualization_1.60/figures/manifest.json,,config/Other_Task3DenseVisualization_1.60.yaml,outputs/Other_Task3DenseVisualization_1.60/figures/boeing747_task3_closeup.png,historical spatial visualization; verify metadata before reuse
